,0
今後のDX展望_svd1,1737.9524328708649
te_業界,656.4900944828987
姿勢_抑制,590.673309803009
売上高営業利益率,538.7495917081833
ROA,344.9298779964447
逆風スコア,308.64894634485245
企業概要_svd2,275.8945167660713
売上高経常利益率,239.17913633584976
ROE,220.62920808792114
有利子負債比率,189.7804748415947
従業員数,168.99329960346222
営業利益,163.38955914974213
営業CF,157.0979574918747
負債比率,136.33282148838043
企業概要_svd10,133.9242902994156
満足度軸,132.04904299974442
企業概要_svd31,127.17352938652039
組織図_svd34,113.24823200702667
減価償却費率,111.90000343322754
今後のDX展望_svd2,108.18100118637085
投資CF対売上,95.81465029716492
姿勢差,95.55087119340897
アンケート７,90.00780922174454
自己資本比率,89.77988076210022
無形固定資産変動(ソフトウェア関連),88.3333187699318
企業概要_svd33,82.51152884960175
今後のDX展望_svd17,80.25048983097076
フリーCF,76.41639459133148
今後のDX展望_svd12,69.83612477779388
組織図_svd10,67.68401634693146
今後のDX展望_svd7,67.46628761291504
組織図_svd32,66.25632071495056
log従業員数,66.23129963874817
DX部署フラグ,65.06740963459015
経常利益,64.21067118644714
企業概要_svd8,63.09255933761597
企業概要_svd9,62.25990009307861
組織図_svd14,61.01382887363434
組織図_svd12,57.145070910453796
組織図_svd0,56.40802872180939
アンケート８,54.64918029308319
組織図_svd9,54.01649045944214
今後のDX展望_svd11,52.82565927505493
今後のDX展望_svd4,51.803550004959106
今後のDX展望_svd39,51.586712658405304
組織図_svd4,49.39917051792145
企業概要_svd7,46.74296975135803
企業概要_svd24,45.305190324783325
短期借入金,44.82835853099823
今後のDX展望_svd27,44.66049391031265
企業概要_svd37,43.836090087890625
今後のDX展望_svd10,43.82732450962067
アンケート４,43.566670060157776
今後のDX展望_svd29,43.29764986038208
姿勢_積極,42.92472219467163
今後のDX展望_svd3,42.59258985519409
企業概要_svd6,41.957159996032715
組織図_svd13,41.21293091773987
今後のDX展望_svd37,40.44647824764252
流動資産比率,40.382339000701904
今後のDX展望_svd25,40.01735436916351
戦略整備軸,38.281710147857666
今後のDX展望_svd31,38.02936029434204
固定資産,37.294540882110596
今後のDX展望_svd34,37.06288003921509
